nama_penulis,rating,teks_ulasan,waktu,likes,sentimen_label
Rezky Amy,5.0,"Sangat recommended, pelayanan nya sangat ramahh👍👍",2 years ago,0,Netral
Damar Nurrahman,5.0,pelayanan baik dan ramah.. produk oke,2 years ago,0,Positif
Rasyid Ghoni Abdillah,5.0,"Mantapp  , Sangatt Ramahh , Pelayanannya  Ramah , Barangnya Jospar",3 years ago,0,Positif
hafif okredi,5.0,"Pelayanan cepat, dan mas nya ramah pool",a year ago,0,Positif
Didi Ahmad Mulya,5.0,Dapet legion di sini wkwk,5 months ago,0,Netral
Evan Pramudya,5.0,"Penjualnya ramah, pokoknya recommend bgt 👍🏻",2 years ago,0,Positif
Mukminan Arief,5.0,"Recomended, lengkap dan ramah",3 years ago,0,Positif
Rokhmad Syarifuddin,4.0,"Laptop nya bagus ,sesuai dengan harga ,lokasinya mudah dijangkau siip buat Hero Computer",2 years ago,0,Positif
Gilang Fathurrohman,5.0,Pelayanannya ramah serta di beri pengarahan sebelum memilih Joss.....,3 years ago,0,Positif
Faisa Ardra,5.0,"Ramah, dijelaskan dengan baik, kualitas tidak mengecewakan",a year ago,0,Positif
Ananderra Faiz,5.0,"Laptopnya keren, mulus-2 like new, joss",a year ago,0,Netral
DavinAlanDarma Davin,5.0,Laptopnya baguss baguss,3 months ago,0,Netral
Yustinus Paidi,5.0,Pelayanan yang sangat bagus dan barangnya istimewaaaaaa,2 years ago,0,Positif
Muh Stefryadhi,5.0,"Mantap, harga harga murah bagi para mahasiswa",a year ago,0,Positif
Zulfi Risqi,5.0,"Owner ramah, pelayanan oke. Murah sepenjuru jogja",3 years ago,0,Positif
23 Naufal Arif,5.0,Pelayanan ramah sama masnya gak pelit ilmu.,a year ago,0,Positif
Agus Tiadi,5.0,"Mantap sekali
Ramah dan sabar",9 months ago,0,Positif
Pravayangastha,5.0,"Sangat memuaskan, pelayanan nya juga baik",2 years ago,0,Positif
yusuf kurniawan,5.0,"Top, walaupun second laptopnya model baru semua",a year ago,0,Positif
jus jambu,5.0,ramah,2 months ago,0,Positif
MUHAMMAD WISNU ADJI PANGESTU,5.0,"Barang sesuai, walau second masih keliatan likenew",a year ago,0,Positif
Alssa Askfritho,5.0,barang bagus dan pelayanan toko ramah👌👍🏻,2 years ago,0,Positif
Ronald Igor Raditya,5.0,"Pelayanan ramah, cepat, informatif, mantab pokoknya",a year ago,0,Positif
Abdul Aziz,5.0,"Pelayanan ramah, kualitas top, trusted, RECOMMENDED!",3 years ago,0,Positif
Samsul Robi,5.0,"Pelayanan baik, good seller",a year ago,0,Positif
Febi Utami FU,5.0,"Pelayanannya cepat dan juga ramah ditoko ini,  harganya juga murah",3 years ago,0,Positif
luqman hakim,5.0,"Mantaplah, rekomendasi buat para temen"" yang mau cari laptop 👍",3 years ago,0,Netral
arka Arka,5.0,"Keren,kualitasnya bagus,pelayanan sangat baik",2 years ago,0,Positif
Arni Kurnia,5.0,"Highly recommended, pelayanan ramah, kualitas produk okeee",3 years ago,0,Positif
ARGASYAH AHMAD AL KABIR,5.0,"Pelayanan Mantab, Barang like new harga 2nd",2 years ago,0,Netral
Angga Putra,5.0,Tempat nya nyaman dan mas nya ramah,10 months ago,0,Positif
marda tri setya,5.0,Sangat recoment banget buat 2nd likenews barang masih bagus..,3 years ago,0,Positif
Ilham Sudistiawan,5.0,Tempat pembelian laptop second yang sangat recommended.,a year ago,0,Netral
Muktafin,5.0,Mantabbb.. rekomended sekali..,2 years ago,0,Netral
Bebek Petarung,5.0,Tempat bagus buat nyari laptop harga terbaik di jogja,2 years ago,0,Positif
Cheen Lee,5.0,"Jual laptop bekas tapi berkualitas, untuk harga bisa cari sesuai budget.",3 years ago,0,Positif
Alif Haikal,5.0,"harga terbaik, pelayanan ramah, jos pokoke 👍🏻",3 years ago,0,Positif
Strawberry _,5.0,Tempat jual beli laptop jogja dengan garansi dan banyak pilihan..recommended👍,2 years ago,0,Netral
Aulia Rahman,5.0,bagus tempatnya,7 months ago,0,Positif
Safri munthe013,5.0,Sangat rekomen untuk cari² laptop dana pelajar,a year ago,0,Netral
Arfashad Izaz,5.0,"Toko Laptop Second Paling recomended, pelayanan paling poll top global",2 years ago,0,Positif
Muhammad Mahfudz,5.0,Tempat beli laptop second dengan harga murah dan kualitas yang baik.,2 years ago,0,Positif
Ahmad Bilvan Firjatullah,5.0,mantap sekali gak nyesel jauh jauh dari magelang,a year ago,0,Positif
Rahma Yulianto,5.0,Laptop nya berkualitas semua,3 years ago,0,Netral
Nopel Nop,5.0,"worth it, dan mulus mulus sih",7 months ago,0,Positif
Vivi Ulvia,5.0,"Kakaknya ramah, pelayanan baik...",a year ago,0,Positif
subiyan toro,5.0,Membantu pemilihan laptop sesuai kebutuhan. Keren.,11 months ago,0,Positif
Tuan Masker Gaming,5.0,Mantap pelayanan OK. Semoga barang aweet,3 years ago,0,Positif
Gerardus Majella,5.0,mantap,2 months ago,0,Positif
kautsar arjuna,5.0,"Pelayanan josjis, harga merakyat, recommended pokoke👍",2 years ago,0,Netral
Seno Basis Sampurno,5.0,Mantab,2 months ago,0,Netral
Chendana Saksono,5.0,"Toko terpercaya...
3 kali transaksi tdk ada kendala...",3 years ago,0,Netral
Andreas Hamdani,5.0,"pelayanan bagus, ramah👍🏻👍🏻",a year ago,0,Positif
Rayhan Aswiansyah,5.0,Mantap laptopnya lengkap ya sip,3 years ago,0,Positif
Ikhwani amirul,5.0,Hero computer jogja sangat rekomended bagi yang cari laptop dan untuk bagi pelajar atau mahasiswa👍👍,2 years ago,0,Netral
3668 _ Teddy Mukhasan,5.0,Pelayanan mantap dan cekatan. Harga murah dan terjangkau,2 years ago,0,Positif
33_Muhamad Alfareza,5.0,Laptop yang dijual bagus bagus banget dan harga nya merakyat,2 years ago,0,Positif
Nur Khanita Ardiningsih,5.0,"Yhuks, mau konsul laptop kamu, mau tuker, mau beli ke HERO COMP ajah",2 years ago,0,Netral
024_Gian Dany Fausta Hariq,5.0,yang butuh laptop second dengan harga miring sung kunjungi hero komputer jogjahhh,2 years ago,0,Netral
muhammad niko,5.0,"Pelayanan ramah, recomended pokoknya 💃",a year ago,0,Positif
amas rofik,5.0,"Tempatnya nyaman, barang berkualitas😁👍",2 years ago,0,Positif
Widiyawati,5.0,Rekomendasi banget beli laptop disini 👍👍,10 months ago,0,Netral
Dani semprul 22,5.0,barang mantap rekomendasi sesuai kantong sukses terus,3 years ago,0,Positif
Desi Sunyahni Permatasari,5.0,Ramah dan bagus,7 months ago,0,Positif
Sundaesign Collective,5.0,Puas dengan barang dan pelayanannya 👍🏻,a year ago,0,Positif
Briandika Yusni,5.0,tempat lengkap mencari laptop pilihan anda..,a year ago,0,Netral
Syahrul Ramadhan,5.0,pelayanan sangat bagus mantap,a year ago,0,Positif
Bagas saputra,5.0,mantap kali wak beli laptop disini,a year ago,0,Positif
Aufa Daffa,5.0,"Penjual ramah serta harga pun terjangkau, mantappp",3 years ago,0,Positif
Mutia Sholikha,5.0,"Dua kali beli di sini, fresh dari pemilik pertamanya, memuaskan",3 years ago,0,Positif
Rheno Viktoria,5.0,"Mantap banget, penjual ramah, harga juga ramah. Kece banget",3 years ago,0,Positif
Noor Faiz Rasyid,5.0,Pelayanan ranah dan menyenangkan,8 months ago,0,Netral
Fardin Afif,5.0,"Cari laptop gaming second yang berkualitas dan masih garansi, cuman disini

Jaminan produk 👍👍👍👍",3 years ago,0,Netral
Babuz Zaman,5.0,Produknya sesuai,10 months ago,0,Positif
Iqbal Dzikrullah,5.0,"pelayanan bagus, harga terjangkau",a year ago,0,Positif
lusi ariani,5.0,"Pelayanan bagus, penjual sangat ramah 👍👍",3 years ago,0,Positif
M Yusuf N,5.0,"Laptop berkualitas, harga terjangkau dapat bonus😁",a year ago,0,Netral
muson kilat,5.0,Adminnya baik banget. Mau jelasin spek laptolnya satu2.,3 years ago,0,Positif
abimanyu,5.0,pelayanan sangat bagus 🤩,10 months ago,0,Positif
Cadan 07,5.0,murah,a week ago,0,Netral
zen gamal,5.0,Pelayanan prima harga masih bisa senggol-senggol,a year ago,0,Netral
panji nugroho,5.0,"Enak pelayanan ny, enak tempatnya. Joss",3 years ago,0,Netral
Irianda Wahyu,5.0,Mantap lengkap,a year ago,0,Positif
Aditya Wahyu Pratama,5.0,"harga terjangkau dan kualitas good , terimakasih.",2 years ago,0,Netral
M Rokhiqil,5.0,"Bakule ramah, bonus nya banyak, barang oke 🔥🔥🔥",2 years ago,0,Positif
Didik xlr,5.0,Produk sesuai ekpetasi. Mantap pokoke recommended jos!,3 years ago,0,Positif
Ivansyah,5.0,"Garansi panjang, barang berkualitas, harga ramah dikantong...",3 years ago,0,Positif
Maulana Sadid,5.0,"Pelayanan sangat memuaskan, harga terjangkau",3 years ago,0,Positif
luluk cantik,5.0,"Laptop Bagus dan original.
bergaransi resmi",8 months ago,0,Positif
Qonita Izzatunnisa,5.0,"Pelayanannya baguus, harganya oke, tempatnya juga nyaman",3 years ago,0,Positif
Fina Indriana,5.0,"Mantapp pilihannya banyak, masnya informatif, harga juga miring 👍👍",2 years ago,0,Positif
Dheony Danis Wara,5.0,"Mantap jiwa ramah, tempat nyaman bersih dan rapi",3 years ago,0,Positif
Mahfud Risnansyah,5.0,"Good service, barang sesuai, harga bersaing",3 years ago,0,Positif
Miftah Komar,5.0,"Ini five star, barang bagus bagus  ara araaa",a year ago,0,Positif
Muhammad Rendy Almustofa,5.0,Berkualitas banget ga salah pilih yg ini,2 years ago,0,Netral
Arya Yudha,5.0,Barangnya mulus,3 years ago,0,Positif
gregorius Eka,5.0,Tempat jual beli laptop paling rekomended. 👏,2 years ago,0,Netral
Yohan Rahmadani,5.0,"Tempat Cari laptop second like new
rekomen 👍",2 years ago,0,Netral
Pandu Dian Wicaksono,5.0,"Mantabbbbbb betul, terimakasih",5 months ago,0,Netral
Gagas Satriawan,5.0,"Penjualnya ramah, pembelinya sumringah 👍🏻",3 years ago,0,Positif
05. Anugerah Bintang,5.0,"Terpercaya, murah, bisa dijamin semuanya",2 years ago,0,Netral
Indra Setiawan,5.0,"Barang oke, pelayanan bagus 👍",2 years ago,0,Positif
Gevan Fayad Raihan,5.0,puas,4 months ago,0,Positif
Andrean Firmansyah,5.0,"Tempatnya nyaman
Mas mas nya asik
Mantap dah",2 years ago,0,Positif
Khanafi Asnan,5.0,"pelayanan oke mantap ,tempat bersih nyaman",3 years ago,0,Positif
arini sabrina,5.0,Ramah dan nyaman untuk tanya2 seputar produk,a year ago,0,Positif
Addin briliantoro,5.0,Pelayanan ramah dan kualitas oke,a year ago,0,Positif
Rizky Aditya,5.0,"Pelayanan yang bagus, mantap pokoknya",a year ago,0,Positif
ananda setyadharma,5.0,"Sangat rekomendasi, (saya orang bukan adminya)",3 years ago,0,Netral
Raffie Tsaury Kusuma Hadi,5.0,Pelayanan baik,6 months ago,0,Positif
Nicka Adelia,5.0,"Produknya keren keren, masnya juga ramah banget, the best lah",4 years ago,0,Positif
maesa kabuki,5.0,"Ramah, kualitas bagus",8 months ago,0,Positif
Ciblek Riders,5.0,Penjual ramah parah sukses terus bang,2 years ago,0,Positif
Pandu Dian Wicaksono,5.0,"Mantabbbbbb betul, terimakasih",5 months ago,0,Netral
Azyumardi Gemilang Ade Putra,5.0,"Mantabbb, harga terjangkau, unit bagus",2 years ago,0,Positif
Agus Widyanto,5.0,Jual beli laptop Jogja yg recomended,11 months ago,0,Netral
Adi Gun,5.0,"Tempat jualbeli laptop, recomenddet, murah, berkualitas.",2 years ago,0,Netral
Abdul Lathif,5.0,Rekomendasi kalo cari laptop second kualitas oke..,2 years ago,0,Positif
Widya Khalifah,5.0,Dapet harga super deal 👍🏻👍🏻,a year ago,0,Netral
Ahmad bustomi,5.0,Mantab Hero computer moga awet laptop nya,3 years ago,0,Positif
Ahmad Syaogi,5.0,"Laptop bekas kondisi baik, pelayanan ramah + bonus",3 years ago,0,Positif
Shodiq Mustaqim,5.0,"Beli laptop ? Gass kesini aja, Recommended.",2 years ago,0,Netral
Dickyyapto Kusumo,5.0,Cari laptop second tapi like new ngk nyesel hero komputer rajanya 😎😎,3 years ago,0,Netral
David Farhan,5.0,Pelayanan mantap,a year ago,0,Positif
Febri Rahmanto,5.0,Tempat beli laptop second paling recommended asli,2 years ago,0,Netral
Anisa Dwiwulandari,5.0,Pelayanan oke,a year ago,0,Positif
Muhammad Niko Herlangga,5.0,mase baik,10 months ago,0,Positif
Ragil wahyu saputro,5.0,Mantap sekali,10 months ago,0,Positif
Rike Dwi Santari,5.0,"Pilihan laptop banyak, harga bagus, barang berkualitas.",2 years ago,0,Positif
Nazlaland,5.0,"Pelayanan ramah, tokonya bersih",2 years ago,0,Positif
Taufiq Rijaal,5.0,Mantab mantab,a year ago,0,Netral
Fadila Sobasita,5.0,Yuk yg butuh laptop bagus segera merapat. Cek langsung bungkus.,3 years ago,0,Positif
Risang Panji Kumoro,5.0,Tempat Jual Beli Laptop yang harganya murah tapi ga murahan 👍🏻,3 years ago,0,Netral
Handryanto Handryanto,5.0,Mantap sesuai keinginan,8 months ago,0,Positif
ibnu _abdil,5.0,Tempat beli laptop paling mantap recomended banget !!!,3 years ago,0,Positif
Fitri Zunita,5.0,Rekomendasi laptop second berkualitas di jogja,a year ago,0,Netral
Java Mahdi,5.0,"Barang bagus, pelayanan siipppp👍👍👍",2 years ago,0,Positif
Yuliani Tri nurdayanti,5.0,"Pelayanan ramah, harga termurah",a year ago,0,Positif
jojobass,5.0,Barang Bagus harga masuk akal 🔥🔥,a year ago,0,Positif
Rizki Alfian,5.0,"leptop masih rasa baru dan masih garansi, kacau sii",2 years ago,0,Netral
rifqi dito,5.0,Sangat rekomendasi,2 years ago,0,Netral
Safira Arn,5.0,Ramahh barang bagus like new muluss dan murahh 🖤🖤,3 years ago,0,Positif
Rikaa,5.0,"respon masnya cepet, persediaan laptop juga banyak",2 years ago,0,Netral
Akbar Debs,5.0,tempatdan pelayanannya bagus dan nyaman 👌,a year ago,0,Positif
Garindha Jea Alkaf (Jeje),5.0,"Pelayanan bagus, harga termurah",a year ago,0,Positif
Adimada hasanal Efendi,5.0,Rekomendasi store laptop murah dan banyak bonusnya,2 years ago,0,Netral
Khoirul Misbah,5.0,murah meriah masih bergaransi resmi semua bosku,3 years ago,0,Netral
Agus Sumarno,5.0,Pelayanan baik,10 months ago,0,Positif
M. Yusuf Rahardian Dev,5.0,"Pelayanan mantap, sat set",a year ago,0,Positif
Armando Kenkao,5.0,Bisa jadi rekomendasi cari laptop 2nd dari entry level - High,3 years ago,0,Netral
ilham oktavian,5.0,Rekomen untuk pembelian laptop bekas bergaransi 👍,3 years ago,0,Netral
ahmad fajar,5.0,"Beli laptop disini, puas, di jelaskan dengan rinci barangnya.",3 years ago,0,Positif
Bima Afrizal Malna,5.0,"Barang oke, harga murah👍",a year ago,0,Positif
Arfina Apti Alimah,5.0,Recomended dan terpercaya bgt  buat beli laptoppp,3 years ago,0,Netral
Aji Satria Ganggadetta,5.0,Toko Laptop Terpercaya dan harga terjangkau🤩🤩👍,2 years ago,0,Netral
Reynandre Maulana,5.0,"cpuas banget order disini, tidak mengecewakan",2 years ago,0,Netral
Hadyan hafifi,5.0,Tmpat rekomen yg mau beli laptop second gaming,3 years ago,0,Netral
harindo global trust,5.0,Mantab. Sudah beli 2 kali,2 years ago,0,Netral
Ruslan Zamroni,5.0,"Mantul, semoga laptopnya awet ya,",2 years ago,0,Positif
Misbachul Munir,5.0,"pelayanan memuaskan, yang pasti tidak mengecewakan",2 years ago,0,Positif
Muhammad Doriski 269,5.0,Kualitas bagus,3 years ago,0,Positif
Alven Iklasul Fahamsyah,5.0,"Baik, pilihan banyak memuaskan",a year ago,0,Positif
aidah ayu,5.0,"mantapp, pelayanan ok bgt👍👍👍",2 years ago,0,Netral
Nafi'ah Rahma,5.0,pelayanannya mantap,2 years ago,0,Positif
Reynandre Maulana,5.0,"cpuas banget order disini, tidak mengecewakan",2 years ago,0,Netral
Achmad Yulianto,5.0,Harga murah barang mewah yang punya ramah👍🏻👍🏻👍🏻,4 years ago,0,Positif
Okta Ria,5.0,pelayanan oke ramah recomended,a year ago,0,Positif
Cahya_Syn,5.0,"Pelayanan oke, yang punya ramah 👍",3 years ago,0,Positif
Alim Dwi hardika,5.0,"Pelayanan sangat ramah, recommended deh",3 years ago,0,Positif
Yohanes Christda,3.0,Pelanan nya jelek,a year ago,0,Negatif
Fina Rahma Wulandari,2.0,Kualitas nya tidak terjamin,2 years ago,0,Netral
Imam Noor,2.0,Tidak bagussss,5 months ago,0,Netral
Siapakah Saya,2.0,Pelayan nya tidak memuaskan,2 years ago,0,Positif
KENGY GILANG RAMADHAN,2.0,Kualitas tidak oke,3 years ago,0,Positif
Prasetyo Nugroho,2.0,Ownernya cuekk,3 years ago,0,Netral
Yohana Lestarina Nage,2.0,Tokonya tidak jujur kabel adaptornya tidak ori,a year ago,0,Netral
Bayu Prasetyo,3.0,Kurang bagus,a year ago,0,Netral
Samson Moses Simbolon,3.0,"Pelayanan nya jelek, tidak ramah",3 years ago,0,Netral
Galih A. Setiyawan,3.0,Tempatnya kurang nyaman,10 months ago,0,Netral
Indah Ayu,1.0,"Bintang satuu, kapok buat kesini lagi",4 months ago,0,Netral
Avissina Asqolani,1.0,"Tidak Bagus, kurng Nyaman barang juga tidak sesuai pesanan",3 years ago,0,Positif
Dhifa Aji,1.0,Mikir lagi deh klau mau cari laptop secend disni,3 years ago,0,Netral
Hari Prasetyo hariprasetyo.2021,1.0,Tidak nyaman tempat nya,a year ago,0,Positif
Fransiskus Xaverius Kati Lile,1.0,Barangnya banyak yang di ganti dengan KW,3 years ago,0,Netral
Haikal Rahmadany,5.0,Jos,a year ago,0,Netral
Hanggara B.N,5.0,"mas nya ramah, bintang kejora ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️",3 years ago,0,Positif
Wildan Ashshiddiqi,5.0,"Seller ramah, informatif, selalu mendampingi jika ada masalah",3 years ago,0,Positif
Muhammad Thoriq Alkatiri,5.0,Laptop secondnya masih baru2 dan staf helpful,2 years ago,0,Netral
nova ardiansyah,5.0,Pelayanan bagus,a year ago,0,Positif
Alvin Novian Perdana,5.0,Tempat nyaman buat laptop bekas.. good,3 years ago,0,Positif
Arlan Dias,4.0,Mantapp barang sesuai dengan foto di instagram,2 years ago,0,Positif
Satria Pratama,4.0,Oke,6 months ago,0,Positif
Firgo Saputra,4.0,"Semua harganya bersahabat, mantep poll👌",3 years ago,0,Positif
Muh Arya Ihza Nugroho,4.0,Jos pokok e,a year ago,0,Netral
arhif rochman,4.0,Recomended untuk nyari laptop segala merk,2 years ago,0,Netral
muharizal andri,4.0,Barang barang nya jos,7 months ago,0,Netral
Elvas Wicaksana,4.0,Barang bagus harga juga yg terbaik,3 years ago,0,Positif
Rifqi Raznan,4.0,Pelayanan ramahh dan baikk mantap!,3 years ago,0,Positif
SANDI PUTRA,4.0,Pelayanan ramah dan cepat,a year ago,0,Positif
agung harto,4.0,"Mantab, pelayanan ramah worthit",2 years ago,0,Positif
Dewa chandra,4.0,sangat rekomendasi,7 months ago,0,Netral
Novaldi Mustamin,4.0,Pelayanan oke bonus pembelian oke,2 years ago,0,Positif
Putri fadhila ardiansyah,4.0,pelayanan ramah,a year ago,0,Positif
YOGA BANGUN NUGROHO,4.0,Pelayanannya ramah,2 years ago,0,Positif
ammar alimm,5.0,Barang nya bagus2 dan terpercaya,3 years ago,0,Netral
Friska Pamungkas,5.0,"Recommended, aman dan terpercaya.",3 years ago,0,Netral
fadhil ananda siregar,5.0,Pelayanan bagus dan memuaskan,a year ago,0,Positif
Khoirul Amin,5.0,"Tempatnya woww, pelayanannya muantappp polll",3 years ago,0,Netral
batara yudhistira,5.0,jossss pokok nya🔥,3 years ago,0,Netral
Titin Nurinayah,5.0,Tokonya sangat terpercaya,2 years ago,0,Netral
David sulistyo Wibowo,5.0,Sangat baik,3 years ago,0,Positif
RB farm,5.0,Laptopnya oke.. Harga terjangkau.,2 years ago,0,Positif
Kang Wan,5.0,Laptop second like new dengan harga terjangkau,2 years ago,0,Netral
miko aja,5.0,Mantap pokoknya,a year ago,0,Positif
PRAMONO A,5.0,"Makan opor di amerika, beli laptop ya di hero computer jogja",3 years ago,0,Netral
Erikko Abimayu,5.0,Pelayanan terbaik dan kualitas dijamin,3 years ago,0,Positif
jundan izza,5.0,Kondisi Laptop sesuai dengan apa yg di dijanjikan mantap,3 years ago,0,Positif
Firzi Alfharizar,5.0,worth it bgt beli laptop disini,3 years ago,0,Netral
Ridho Saputro,5.0,"Recommendeed, Mantaaapss ...",5 months ago,0,Netral
13 Azhar Ahyan,5.0,Kewrenn,2 years ago,0,Netral
Muhammad Khansa,5.0,Mantap barang bagus,3 years ago,0,Positif
RzaAdty,5.0,Langganan 👌🏻,4 months ago,0,Netral
Matematika 03,5.0,rekomendasi toko laptop bekas terbaik di jogja,3 years ago,0,Positif
muladi,5.0,Barangnya bagus bagus. Mantap,2 years ago,0,Positif
Wanto Kayana,5.0,Recommended seller. Tempat nyaman,4 years ago,0,Positif
Syaifulloh Nugroho,5.0,"Recomended, harga pelajar",a year ago,0,Netral
LINTANG LINTANG,5.0,"Tempat nyaman, laptoo bagus dan terawat",3 years ago,0,Positif
Muhammad Rafiq Lauzai,5.0,,4 months ago,0,Netral
Harzil Hasim,5.0,memuaskan jos mase,3 years ago,0,Positif
Syamsul Fajri,5.0,Gass cari laptop disini,10 months ago,0,Netral
Daniel Fendi,5.0,"Pelayanan Baik, Ramah.",2 years ago,0,Positif
Surya Putra pratama,5.0,"Mantapp,",3 years ago,0,Netral
301_Yudha Tirtadinata,5.0,mantap harganya terjangkau,a year ago,0,Positif
Angelina Widita Swasti,5.0,Sangat bagus dan memuaskan,2 years ago,0,Positif
Patricia Pebriana,5.0,Bagus nyaman banget,3 years ago,0,Positif
shendy wahyu widiyarto,5.0,Laptop bagus + garansi,8 months ago,0,Positif
Arfian Faizzatur Alyafis,5.0,harga terjangkau,2 years ago,0,Netral
Afif Imaduddin,5.0,Temukan laptop idamanmu disini 👍,3 years ago,0,Netral
Cahyo Pamungkas,5.0,pelayanan ramah,2 years ago,0,Positif
Aji Pradana,5.0,Jual beli laptop terpecaya hanya di Hero Computer,a year ago,0,Netral
Ahmad Sholihun,5.0,Layanan prima dan memuaskan,2 years ago,0,Positif
Iswan Ardi 323,5.0,tempat beli laptop recommended 👍🏻👍🏻,a year ago,0,Netral
Noventio Ariasena Prabowo,5.0,pelayanannya asik 100%,2 years ago,0,Netral
Ugiex_permana Permana,5.0,terlengkap di wukirharjo,3 years ago,0,Netral
HASSAN SAA,5.0,Hero computer mantap,a year ago,0,Positif
Dhe' Pan,5.0,"Seler Ramah , Amanah . Kualitas Istimewaa",4 years ago,0,Positif
Bagus Arif,5.0,"Pelayanan baik, dan ramah",2 years ago,0,Positif
09. Fajar Yoga pratama,5.0,mantap pelayanan oke,a year ago,0,Positif
Fariz Putra,5.0,"Barang bagus, mantap",2 years ago,0,Positif
Orges Sprinter,5.0,Pelayanan sangat nyaman,a year ago,0,Positif
Setiawan Nufri Hidayat,5.0,"top pokoknya, recommended",2 years ago,0,Positif
Hendriansyah,5.0,Mantap lah pokoknyaa,a year ago,0,Positif
Juliana tri sunarti,5.0,nyaman pelayanan ramah,2 years ago,0,Positif
Dimas Ardi,5.0,Ramah melayani maksimal menjual,3 years ago,0,Positif
Ahmad Asad Malik Syoh Putra,5.0,The best lahh. Yokk kesini yokkk.,2 years ago,0,Netral
Rio Pradana,5.0,"Murah, Lengkap, Terpercaya!🔥🔥🔥",2 years ago,0,Netral
Angga,5.0,Mntap,7 months ago,0,Netral
045_Ahmad Mahran Rafiqi,5.0,Laptop yg dijual mantab 👍,2 years ago,0,Netral
amirul bk,5.0,"Belanja puas, harga pas 🤝",2 years ago,0,Positif
Kelas Hukum,5.0,Mantap,7 months ago,0,Positif
Luqman Hakim,5.0,"Ramah dan nyaman, laptop juga murah",3 years ago,0,Positif
01_Abhirama Sunu Ardi,5.0,sangat rekomen sekali,a year ago,0,Netral
Fajar Hidayat,5.0,Laptop murah dan kualitas terbaik,2 years ago,0,Positif
aby hafizh,5.0,Bukan kaleng kaleng,a year ago,0,Netral
Muhammad Nur Alfi Syahri,5.0,Keren matap.. laptopnya kualitasnya bagus2👍👍,3 years ago,0,Netral
Jatmika A,5.0,mantap. pelayanan terbaik,3 years ago,0,Positif
Jobnas,5.0,Barang bagus... Bukan kaleng-kaleng,3 years ago,0,Positif
Muhammad Roy,5.0,Terbaik untuk kalangan mahasiswa 🥳,2 years ago,0,Positif
Angga,5.0,Mntap,7 months ago,0,Netral
Alfonsus Radityo,5.0,Produk laptop gamingnya bagus dan bergaransi 👍👍👍,4 years ago,0,Positif
Ahmad D,5.0,Pelayanan bagus banget,a year ago,0,Positif
Cahya Danurahman,5.0,Seller komunikatif dan produk oke,a year ago,0,Positif
rizky dzikra,5.0,Mantabb pokoknyaa,a year ago,0,Netral
Lukman Rakhim Haris,5.0,Pelayanan ramah. Joss,3 years ago,0,Positif
Gilang Ramadhan,5.0,Pelayanan 👍,3 years ago,0,Netral
Kesit Bayu P,5.0,Bagus harga juga masuk akal,2 years ago,0,Positif
Ika Widyastuti,5.0,Pelayanan bintang 5 banget!!!,2 years ago,0,Netral
umar s,5.0,,9 months ago,0,Netral
ipank kiwkiw,5.0,"Pelayanan ramah,",3 years ago,0,Positif
Muh Am Elmiro,5.0,Mantap. Trimakasih,11 months ago,0,Positif
Ton ton,5.0,"Ramah, barangnya bagus bagus",3 years ago,0,Positif
Anugerah Chandra,5.0,Tempat nyaman dan banyak pilihan 👍,4 years ago,0,Positif
Arif Amanah,5.0,Lanjutkan !!!,3 years ago,0,Netral
Azza Aulia,5.0,,7 months ago,0,Netral
Auryn Hanselino,5.0,Mantab rekomendasi,a year ago,0,Netral
Wahyu Aji Pamungkas,5.0,Keren mantul pelayanan asik,3 years ago,0,Netral
Vitto 21,5.0,Brng sesuai,a year ago,0,Positif
mario tri,5.0,Pelayanan ramah,3 years ago,0,Positif
Arkan MG,5.0,tempat beli laptop terpercaya,a year ago,0,Netral
anna aprilia,5.0,Murah dan terpercaya 🔥👍,2 years ago,0,Netral
Andika Ronaldo,5.0,Uademmm & recommended buat yg cari laptop,3 years ago,0,Netral
MUH RIFALDY TAKAPENTE,5.0,"Mantappl
Pelayanan terbaik",3 years ago,0,Positif
Miqdam Wahyu,5.0,jos,8 months ago,0,Netral
fahrizal fitriono,5.0,Rekomendasi toko laptop second,3 years ago,0,Netral
Haidarghiffari Adam,5.0,Pelayanan ramah,3 years ago,0,Positif
Adien Tsaqif,5.0,Mantap,3 years ago,0,Positif
Fissilmi Khoirunnisa,4.0,pelayanan sangat baik,2 years ago,0,Positif
Ziardi_,5.0,"Mantap, banyak diskon.",3 years ago,0,Positif
Raden MRA,5.0,mantap,8 months ago,0,Positif
Aslam Talapiu,5.0,Keren poll🔥🔥🔥,a year ago,0,Netral
Isti Q,5.0,"Joss pokok'e
Ramah...",a year ago,0,Positif
AHMAD RAHMANDANI -,5.0,mantappp,6 months ago,0,Netral
ilhan Savero Raihan,5.0,Keren sekali,a year ago,0,Netral
Hardria Rio Al-fayet,5.0,Pelayanan terbaik 🔥🔥🔥,a year ago,0,Positif
Aristo Tanor,5.0,Sangat terpercaya dan mantap!,3 years ago,0,Positif
Arif Setya,5.0,Mantab,6 months ago,0,Netral
Rafli Fidiyaz raflifidiyaz.2019,5.0,Mantappp,9 months ago,0,Netral
Beni Ainur Rozaq,5.0,Om beni,a year ago,0,Netral
vannn 11,5.0,Toko yang sangat bagus,2 years ago,0,Positif
206_ Ismail,5.0,rekomendedd buat yang nyarii laptop,a year ago,0,Netral
