nama_penulis,rating,teks_ulasan,waktu
Alifah Kusuma Ramadhini,3,"Saya senang belanja disini, barangnya beragam dan banyak barang yang biasanya ga saya temui di tempat belanja lain. Tapi saya kurang suka sama cara kasirnya ngelempar cemilan  cuman karna awalnya adek saya awalnya bilang pakai plastik diganti karna mama saya maunya pakai kardus.  Bahkan itu barang pertama yang dia pegang, plastiknya bahkan baru dibuka.

Jika memang tidak bisa di cancel di sistem, mama saya juga ga masalah harus pakai atau ga bayar aja plastiknya, kasih pengertianlah. Saya tau anda pasti capek, tp bukan brarti lempar cemilan sampai jatuh depan pelanggan tanpa minta maaf lagi. Mama saya sampai ngedumel ""mbanya gitu banget"". Sekian",setahun lalu
marcellina setiawan,5,"Tempat belanja termurah, selalu jadi langganan",setahun lalu
Muhammad Tomy Mahfudz,5,Sipp,setahun lalu
Novendri Herwibawanto,5,Tangkap murah,setahun lalu
Tozk Jumato,5,Harga barang2 relatif lengksp dan murah,setahun lalu
eni setiawan,5,"Barang lengkap, harga lumayan miring, kasir ramah",setahun lalu
Risma Umayah,5,Tempatnya luas stoknya lengkap,setahun lalu
Raden R,4,"Mini mall yang lumayan lengkap dan murah di jalan Palagan dekat hotel Hyatt, banyak pilihan produk2nya",Diedit setahun lalu
ryan mubaraq,5,Sip,setahun lalu
adiningsih padu lemba,5,Dekat juga dan banyak promo2,Diedit setahun lalu
quote nay,1,"buat mba kasir lt 1 namanya din4 aprilia, coba mba lain kali kalo nawarin ktp / member itu yang jelas kebutuhannya apa, saya sudah bilang kalo ""member nya gamuncul mba dulu pernah bikin, kalo saya login bisa gak"" terus mba kasir udah ke tempat temennya buat minta tolong karna hp saya ios kemudian mba kasir scan ktp saya, pas saya dah login member malah katanya udah ke scan ktp. LaH anjir itu fungsinya kamu ke tempat temenmu buat login ios ngapainnnnn, SAYA PUNYA MEMBER MBAKKKK. dah gitu ga berani natap saya lagi, gajelas regulasinya, saya udah usaha buat login member malah di scan ktp, dasar!!!",setahun lalu
Walijo 5338,5,"Untuk kulakan cukup murah,,,",setahun lalu
Mochamad Bram Wijaya,5,Be lovely belanja bulanam dari jaman kuliah,setahun lalu
Maya Sofiana,4,"Tempatnya luass, seneng belanja disini lengkap bgtt.",setahun lalu
wahyu tanoto,5,"Barangnya Cukup lengkap, harga btrsababat, parkiran mobil terbatas.ada promo, tersedia atm, karyawannya helpfull..saran saya buat konsumen untuk tidak berbelanjan ditanggal muda.. antriannnya lellah eike bok",Diedit setahun lalu
Abimael Firstana,5,"Murah, section buah, sayur, selalu terlihat fresh, tapi jangan ambil daging ayam di section in karena kadang sudah hampir busuk. Kalau mau beli daging sapi bisa juga, mereka kerja Sama dengan oricow, bedanya Cuma 2000-3000an, kadang Sama aja.

Hindari waktu waktu rame, karena kalau sudah rame, antrian di kasir sangat panjang wkwkw. Ya sudah itu aja.",setahun lalu
Lam,5,Saya rasa barang disini murah,setahun lalu
SaputraDw_,5,"Recommended banget, pelayanannya juga ramah ",setahun lalu
mohammad bagus sasmita,4,Bagus dan komplit untuk berbelanja kebutuhan pokok,Diedit setahun lalu
Bagus Sasmita,4,Bagus dan strategis,setahun lalu
Yusup Ryanto,4,Tempat Favorite Belanjan di Jogja utara....,setahun lalu
Syarifah Hefla,5,Belanja murah dan lengkap,setahun lalu
JAYA Ma,5,Complete and confort place for regular shopping,Diedit setahun lalu
Merry Koapgi,5,Suka belanja di Mirota ,setahun lalu
muhammad fauzi,5,Murah2 d sini,setahun lalu
Naomi Aurell23,5,Tempat belanja bulanan... Langganan...,setahun lalu
Andriani aey,4,"Sudah langganan 7tahun an sejak pindah ke area palagan sini...selalu puas dg barang dan pelayanannya..hnya saja sering terganggu dan risih di bag counter detergent bag barat..selalu buat nongkrong SPG & BA,,biasanya bisa sampai 5 orang yg pd duduk2 di depan barang display...sudah sering komplain ke CS tp tetap terjadi lagi dan lagi...agak menganggu..selebihnya ok",setahun lalu
Aprilummu FakhriFattanFatirFaqih,4,"parkiran sudah lumayan.memadai.skrg,ada ATM juga,lantai 1 yang paling favorit karena untuk memenuhi kebutuhan bulanan saya ,terdapat banyak promo Dan pengumpulan poin dengan kartu member ,antrian panjang",setahun lalu
Klea Balqis,5,Lumayan lengkap pelayanan ramah harga ramah dikantong banyak promo,Diedit setahun lalu
Ida Fithriani,5,Tempat belanja yg asyiiik,setahun lalu
Fadhillah M,5,"Tempat buat belanja bulanan nomor 1 yg bakal dituju duluan. Emg sekarang udah ramainya pol, tp tetep enggak kapok belanja disini, banyak diskon",Diedit setahun lalu
dewi handadari,4,Belanja lengkap di manna sudah jaminan harga bersaing dan yang pasti ada undian yg menggiurkan.. Tapi sampe puluhan tahun blm pernah dapat.. Tempat parkir sekarang cukup lega dan banyak diskon tiap hari nya,setahun lalu
Ristiana Dewi,5,Good place to shop,Diedit setahun lalu
Suntoro Atmojo,5,Menjadi pelanggan sejak Masih SMA.. harganya hemat n lengkap....,setahun lalu
Mikayla Hassya,1,"       ,     ,   ",setahun lalu
Muhammad Delpin Pratama,5,Lengkap banget pokoknya mah,setahun lalu
Jeffta Akira,5,"Lengkap, besar, harga bersaing. Tetapi parkiran kurang luas saja",setahun lalu
Fachman Amin,5,"Harga relatif murah, pelayanan prima, sayang tempatnya kurang lega jadi kurang nyaman untuk belanja",setahun lalu
Danang Nugroho,1,"Tolong tukang parkir nya diganti, kendaraan saya baret ga tanggung jawab",setahun lalu
ifin primandiri,5,Apresiasi kepada tukang parkir dikasih uang 2000 tetap aja dibalikin 1000 ,setahun lalu
Jaka Susila,5,Good,setahun lalu
Fini Fatonah,5,Mayan lah antre nya lama..tapi kasir stand by semua,setahun lalu
Izna Yushartiwi,5,Ramai dan murah,setahun lalu
Muslimah Muslimah,5,"Suka belanja disini karena dekat dan adem, nyaman.",setahun lalu
doni -,5,Byk diskon dn brg murah2,setahun lalu
Yoh. Anton Nugroho,5,"Tempat perbelanjaan terfavorit di jalan palagan. Menyediakan berbagai macam kebutuhan masyarakat mulai dari sembako, biskuit, snack, alat elektronik hingga produk fashion.
Harga sangat bersaing dan tidak mahal.
Tersedia ATM di luarnya
Parkir motor cukup luas dan tertata dengan baik oleh petugas parkir.",setahun lalu
Erhanuddin,3,Cukup komplit . . . perlu diperluas,setahun lalu
Trytusti Banu Satuti,5,Tempat Belanja kebutuhan sehari-hari,setahun lalu
supriyanta iyan,2,Lantai dua banyak lalat..,setahun lalu
Fendy Rasyid,5,Komplit dan murah,Diedit setahun lalu
faisal ramadhani,5,"Pelayanan baik, jual berbgai braang/mkanan. Murah meriaah",setahun lalu
Aditia Putra Kurniawan,5,Murah dan lumayan lengkap,setahun lalu
Nur Danang,5,"Ruang belanja murah dan lengkap dalam memenuhi kebutuhan harian maupun kebutuhan bulanan anda. Dengan berbagai produk yang tersedia dan dapatkan produk - produk discount maupun promo setiap weekend maupun akhir bulan. Dan dapatkan bonus poin bagi anda yang telah menjadi member setiap pembelanjaan minimal Rp. 20.000,- berlaku kelipatan. Bonus poin yang telah terkumpul bisa kita tukarkan dengan berbagai produk yang telah disediakan sesuai jumlah poin yang akan ditukarkan. Dapatkan pula bonus kupon undian yang nantinya akan diundi dalam periode tertentu untuk  memperoleh berbagai macam hadiah yang telah disediakan dengan hadiah utama sebuah rumah, yang tentunya bikin kita bahagia dan senang. Karena banyak keuntungan yang bisa kita peroleh mulai dari berbagai produk yang tersedia dalam memenuhi kebutuhan, bonus produk promo maupun discount atas barang tertentu, harga yang sangat murah, bonus poin dan bonus undian setiap pembelanjaan minimal tertentu, kemudahan dalam bertransaksi maupun pembayaran, baik pembayaran secara tunai, bisa juga dengan kartu debit maupun kartu kredit. Tentunya anda akan merasakan kepuasan dalam berbelanja, dan dengan fasilitas - fasilitas yang telah disediakan. Selamat berbelanja",setahun lalu
Putri Marlina,5,"Luar biasa murahhh , pelayanan baik ramah ramah ",setahun lalu
Daniel,2,"Sering belanja ke sini, tapi kali ini satpamnya (Pak Sartono, yg pendek item) reseh. Bawa tas pinggang saja harus lapor/titip, nulis ke buku dll. Ngga ramah pula.

Power trip banget, seolah olah kerja di markas PBB. Emang mau nyuri apa sih di Manna Kampus Pak? Indomie? Sabun mandi? Permen karet? Receh banget.

Selain Satpam yang pendek itu, kasir dan petugas yang lain ramah ramah. Satpam yg tinggi juga orangnya baik. Ada parkiran di depan (untuk motor) dan di samping (untuk mobil).",setahun lalu
Berbagi Keseruan,5,Langganan belanja di sini. Setiap Jumat selalu ada promo,setahun lalu
Rora,5,"Pegawainya ramah-ramah. Lengkap, apa aja ada disini & harganya lebih murah dari toko lain.",setahun lalu
Olla Agustia Leriani,5,"Kemaren saya order di Mirota Kampus Online(MKO) terus drop point nya di Manna Kampus Palagan. Ada satu produk yang saya complain, tetapi Tim Admin MKO sigap menanggapinya. Bahkan hari ini Tim Humas mereka datang dan memberi bingkisan sebagai tanda maaf mereka serta menyelesaikan complain saya dengan baik. Terimakasih, Manna Kampus yang telah memberikan pelayanan terbaik. Semoga kedepannya bisa terus mengoptimalkan MKO terkhusus buat emak2 muda seperti saya yang sepertinya lebih enak beli online",setahun lalu
Esti Yuliyanti,3,Allhamdulilah sdh biasa belanja di sini tapi hari ini kecewa karena pelayanan kasir barang yg saya beli 1 tapi di tulis 2X jadi bayar 2 padahal barang cuma 1,setahun lalu
endah setyaningsih,4,Lumayan lengkap n harga bersaing,setahun lalu
Soli,5,"Harga barang relatif lebih murah dr yg lain, pelayan juga bagus dan cepat, pantes selalu ramai di kunjungi konsumen",setahun lalu
Tri Wahyu P,4,Lumayan komplit..,setahun lalu
Kecoa Buluk,5,Komplit smuah ada,setahun lalu
Arin Ananda,5,"Pelayanannya memuaskan, harga murah, kasir pramuniaga ramah, antrian kassa cepat meskipun antri panjangg.",setahun lalu
Pradipta Atmokotomo,5,murah dan lengkap.. pilihan belanja bulanan. ada atm mandiri juga,Diedit setahun lalu
Kiki Channel,5,Tempat nyaman.. Walaupun antre pembayaran panjang.. Tpi lumayan cepet kasirnya,Diedit setahun lalu
Devi Mustika,5,"Tempat pilihan utama kalau mau belanja bulanan. Kalau disini nggak serame yang Mirota Kampus Simanjuntak, jadi antriannya nggak lama. Pelayanan selalu memuaskan dan selalu ada promo.",setahun lalu
Road Road,1,Sering ada terselip busana yg bagus,setahun lalu
yani Mustofa,5,"Harga murah, lengkap untuk supermarket",setahun lalu
hanjo setyawan,5,"Mantap,",setahun lalu
Echa Nurcahyani,5,"Kamu adalah penolong belanja bulanan ku, walaupun kau lebih kecil dari cabang di godean tapi kamu tetap juarak untuk lengkap nya, dan untuk size2 yang ekonomis , lope sekebon",setahun lalu
Meivy Sistha,5,Komplit.. Harga mahasiswa.. Cocok buat belanja Bulanan rumah tangga.. Apalagi hari Jum'at byk promo.. Top lah pokoknya ,Diedit setahun lalu
Diah Perwitasari,1,"Antrian kasirnya tolong diperbaiki,, saya sudah komplain ke CS sore ini minim tanggapan.. Tidak ada nomer yg bs dihubungi.. Saya sudah WA ke nomer CS tidak dibalas.. Kalau ash diperbaiki sy rating ulang..",setahun lalu
sidik firari,4,"Tempat belanja yang menawarkan undian berhadiah rumah dll setiap tahunnya . Yang belum ada belanja token listrik,  PDAM,  pulsa. Semoga ke depannya tersedia",setahun lalu
Mahasti adityasari,5,"mana kampus jangan di ragukan lagi ya, silakan kalaian mau ke cabang mana saja, semua lengkap semua bagus semua keren",setahun lalu
khusnul kha3,5,Tempat parkirnya kurang luas,Diedit setahun lalu
Marfungatun,5,Sering belanja disini nyaman banyak diskon,Diedit setahun lalu
Sisa Iseng,5,Good,2 tahun lalu
Emi Astiti,5,"Luas, apa aja ada, pramuniaga ramah",2 tahun lalu
Viki Elvandi,1,"Udh sering belanja disini apa"" ada tapi sekarang kecewa bgt tadi beli kipas angin udah di cek udah detail udah suka juga. di suruh mas"" nya nanti di ambil di kasir obat nyampek rumah kipas beda bgt lem nya pada longgar, apa di tukar ya??? Walopun cuma lem tapi rasa kecewa ga bakal ilang ya walaupun kipasnya bisa di pakek si.",2 tahun lalu
s. susilarini,5,"Masih yang terbaik, masih yang termurah, dan pelayanan juga sangat ramah, sopan dan cekatan",2 tahun lalu
Karminah Yunita,1,Yang jadi admin nya manna kampus palagan pecat aja di wa di tanya produk nya ga ada respon sedangkan kalo di mirota jalan godean itu ngrespon,2 tahun lalu
MAHSUN,5,Beli oleh-oleh kue kukus,2 tahun lalu
Kamsu Aji Wiguna,5,"Lokasi cukup strategis, tempatnya tidak terlalu luas tapi nyaman, pelayanan ramah, kasirnya juga banyak (harus pinter-pinter milih kasir yang antreannya sedikit, sih).
Kelengkapan cukup oke. Saya belum pernah ke lantai 2 sih, tapi di lantai satu sudah lengkap untuk keperluan bulanan. Harga bersaing, mantaps",2 tahun lalu
Ariinda Jo,5,"sy cust lamaa sekali sejak msh kuliah dan smp pny anak klo belanja bulanan selalu ke mirota kampus  , krn terkenal murah , lengkap dan banyak promo serta dpt point yg bs dituker dgn hadiah.sbnrnya dr dl langganan di mirota simanjuntak tp krn terlalu riweh disana dan gak suka banyak SPGnya bikin tmbah riweh dan sempit, skrg lbh memilih di palagan krn lbh leluasa dan nyaman , tdk banyak SPG yg jaga di produknya , bikin mau belanja jd krg nyaman krn saking byk spg. apalagi bw troly susah mau jalan hrs ditinggal br jalan keliling cari brg dan balik lg ke troly td. walopun jd agak jauh dr rmh tp lbh nyaman. sering dpt notif wa jg klo ada promo2 ",2 tahun lalu
Nur Sahra Juwita,5,Berburu nya promo para emak..emakk pasti nya..,2 tahun lalu
Devi Setyarini,5,"Lumayan lengkap cuman memang parkirnya sedikit membingungkan, tata display juga bikin bolak balik nyari heuu gpp biar kaki gerak teyus",2 tahun lalu
wulan diyanp,5,Langanan belanja bulanan,2 tahun lalu
Teguh Priyanto,4,Terjangkau...,2 tahun lalu
muawiyah Heru,5,Yg pasti lengkap,Diedit 2 tahun lalu
Agit Purwaning,5,ga pernah kecewa sama kang parkir  apa mereka di briefing juga sama kayak karyawan yg lain ya ? ,2 tahun lalu
agus setiawan,5,Murah ramah,2 tahun lalu
Fajar Nugroho,5,Cheaper price,2 tahun lalu
Anindiya Kusuma,5,Lengkap. Nyari apa aja ada,2 tahun lalu
Mama Naysa,5,"Harga yang lumayan cukup murah, cuman kalau seperti tas sekolah harga nya terlalu mahal,, harga nya ga terjangkau untuk tas anak sekolah nya,,,
Kalau untuk belanja bulanan, harga nya masuk lah di kantong,,,",2 tahun lalu
Dwi Purwatiningsih,5,Banyak promo lmayan murah,2 tahun lalu
Jay Yanti,5,"Recommended banget 
Harga kalau hari Jumat banyak items yang discount , komplit dan nyaman.
Pelayanannya sangat ramah dan sangat membantu customer.
Pokoknya recommended ",2 tahun lalu
Zeta Jasmine,4,Hrg bersaing,Diedit 2 tahun lalu
Jany Puspita,5,Kalo belanja bulanan pasti kesini. Harga paling ramah dikantong untuk anak kos,2 tahun lalu
Zulkifli Majid,5,Belanja murah harga mahasiswa,2 tahun lalu
sri sutarti,5,"T4 belanja kebutuhan mingguan bulan an
Kesini minimal 2x sebln.. pkknya suka belanja disini",2 tahun lalu
Suparmanto,4,Mirota adalah toko swalayan serba ada. Mirota Palagan tidak beda jauh dengan Mirota Kampus dekat bundaran kampus UGM dan Mirota Godean.,2 tahun lalu
Suprijanto Damsuki,5,"Selalu ramai, sudah perlu dikembangkan.
Ada Progo di Utara dan Super Indo di Selatannya.",2 tahun lalu
Humayraa Hiky,5,"Suka banget belanja disini.. promo teruusss..  super lengkap.. murah""... pelayanan ramah.. belanjaan ditata rapi.. ngga pernah mengecewakan pokoknya.. pak parkirnya juga dari dulh ramah banget, mau bantuin, padahal parkirnya cuma bayar 1k. Bayar 2k dikasih kembalian",2 tahun lalu
Fistalina Sukmianti,5,Murah . Ambil banyak dikit harga sama. Lop ,2 tahun lalu
n. novaviani,5,masih menjdi andalanku yg ada dijogja,Diedit 2 tahun lalu
CYNTHIA MUSTIKA,5,Okelah untuk tempat berbelanja,2 tahun lalu
Rina Wati,5,"Saran saya,Parkir tuk Mobil diperluas...karena setiap belanja pakai Mobil Musti tidak bisa ( selalu penuh ). Padahal area parkir hanya diisi 8 sudah penuh.",2 tahun lalu
rukmini 1602,4,"Banyak promo menarik setiap harinya, cuma petugas parkir tidak mau menyebrangkan",2 tahun lalu
Ibnu Ariyanto,4,Tempat belanja yang cukup lengkap dan harga terjangkau.,Diedit 2 tahun lalu
Heru Kurniawan,5,Tempatnya di pinggir jalan raya selalu ramai dikunjungi pembelinya,2 tahun lalu
Zie Zie,5,"Tiap bulan belanja kesini, produknya lengkap dan murah, apalagi ada promonya juga..
Karyawan ramah, gercep termasuk mbak-mbak kasirnya..",2 tahun lalu
UMMAH Griya Sehat Cantik Muslimah (GSCM),5,Suka berbelanja di sini ...smua ada lengkap dan pelayanan nya prima. Tiap bagian memberikan penjelasan dna solusi terbaik.. kasir ramah  harga ramah.penuh inspirasi untuk UMKM,Diedit 2 tahun lalu
Nadia ih Azzahra,5,"Tiap bulan selalu kesini cocok skali buat belanja bulanan anak kos ataupun bu ibu
Dijamin lbh hemat dan lengkap deh
Jualan macem2 merk lama smpe trbaru hrga trjangkau..",Diedit 2 tahun lalu
Alif Firdaus,5,Lengkap dan murah,Diedit 2 tahun lalu
Widyanti Wisniasiarti,5,Semakin lengkap,2 tahun lalu
Anggun Siska,4,Less crowded compared to Mirota Jl. Simanjuntak,2 tahun lalu
PerWita D,5,"Manna Kampus Palagan pelayanannya keren bgt, ramah & gak kebanyakan ngobrol  ",Diedit 2 tahun lalu
ZM Sisterhood,4,Produk lumayan lengkap dan murah. Tapi sayang kurang luas tempatnya ditambah terlalu banyak spg dan pegawai yg wira wiri isi stock barang jadi terbatas ruang geraknya.,2 tahun lalu
Neneng Eha,5,Tempat belanja murah.. Suka ada promo juga,2 tahun lalu
Hanin Fitria Dewi,5,kalo mau stok makanan ringan belanja disinii,2 tahun lalu
darmawan kadek,5,"Banyak diskon,untuk member maupun non member.
Sekarang ada tempat rindangnya,jadi gak begitu kerasa kalau panas.
Sekarang berubah nama jadi Manna Kampus.
Selama pandemi wajib pakai masker,login aplikasi peduli lindungi dan cek suhu tubuh sebelum masuk.",Diedit 2 tahun lalu
Septiani,5,"Luas, bersih dan lengkap. Harganya murah, seperti harga grosir. Di lantai 1 ada sayuran segar, buah-buahan, bahan masakan, makanan & minuman kemasan, peralatan mandi, peralatan elektronik, peralatan rumah tangga, kosmetik, dsb. Di lantai 2 ada pakaian bayi hingga dewasa (formal maupun non formal), pakaian dalam, alat tulis, kosmetik, jam dinding, boneka, handuk, jilbab, dsb.",2 tahun lalu
Hilmi Muttaqi (Fairuz),5,Banyak promo yg menarik pastinya,2 tahun lalu
Ulfa Nur Wahyudi,5,Tempat belanja andalan untuk belanja bulanan cukup lumayan lengkap dan ramah pelayanannya ,Diedit 2 tahun lalu
Gelembung CHANEL,5,Nyaman belanjanya.. pelayanan ramah dan jelas . Dll.. terima kasih..,2 tahun lalu
cahyo kamal,5,Sangat membantu masyarakat sekitar untuk memenuhi kebutuhan,2 tahun lalu
