nama_penulis,rating,teks_ulasan,waktu
joyeongil,5,"Saya melaporkan dua karyawan perempuan yang menolak mengakui kesalahan mereka terkait metode pembayaran, terus-menerus menggoda saya, dan menyebut saya idiot.
Seharusnya pembayaran dalam Rupiah, tetapi tagihannya dalam Dolar AS, sehingga kartu kredit saya dinonaktifkan pada hari Senin.

Pailatun *****
Lisa *****

Karyawan Pailatun, khususnya, berbohong sampai akhir, mengatakan pembayarannya dalam Rupiah, dan bahkan mengejek bahasa Inggris saya yang buruk. Tentu saja, saya bisa berbahasa Inggris dengan baik, tetapi saya tetap diam. Tolong latih ulang kedua karyawan itu.",Diedit 3 bulan lalu
Endang Susylowati,5,"Cocok untuk belanja harian ataupun bulanan, serba ada",3 bulan lalu
Imam Misbach,5,"Salah satu tempat belanja (swalayan) favorit warga jogja, khususnya mahasiswa di jogja...
Menawarkan beragam kebutuhan mulai Pangan, sandang dan papan.. kumplit...
Tentunya dengan harga yang cukup EKONOMIS dikantong... Tak heran selalu ramai...",3 bulan lalu
Zall GAMING,5,Semua kebutuhan ada disini,3 bulan lalu
isNanto Hoho,5,"Mirota Kampus...legend ..hampir semua yg pernah jadi mahasiswa di Jogja khususon UGM pasti tahun t4 ini...lengkap dari buah segar, sayuran sampai baju , buku tulis bahkan koper dan kacamata ada...selengkap itu
Tapi yg paling bikin kangen aroma pukis dan cara bikang nya...hahaha",Diedit 3 bulan lalu
Cicilia Apfia,1,"Biasanya beli di mirota kasirnya ramah2 dan oke bgt pelayanannya tp baru malam ini tadi kesana kesannya jadi males bgt cm krn 1 kasir yg samsek kek ga niat kerja
1. Manggil cust dengan muka jutek
2. Samsek selama melayani ga SENYUM pdhl aku dah senyum duluan
3. Sepanjang melayani mukanya kek ga niat kerja dan terus menerus menguap (klo emg males ya gausah kerja aja!!)

Dan kasirnya atas nama stephany dwi siapa gt (cewe) berbadan kecil dan berhijab. Tolong dong pihak HR mungkin bisa dilatih lagi untuk keramahan karyawannya",3 bulan lalu
Sony Adam Saputra,5,Banyak kenangan di sini. Tapi kalau belanja bulanan aku gak di sini sih. Males antrinya. HHahaha. Walaupun sudah teratur memang.,3 bulan lalu
setiyo utomo,5,Murah meriah,3 bulan lalu
Thomas Isnan,5,Suka belanja disini... Harga terjangkau dan komplit,Diedit 3 bulan lalu
Nita Febriani,5,"Cocok banget untuk mahasiswa dan kaum mendang mending like me,
Banyak diskon dan serba ada
Langganan pokoknya",3 bulan lalu
Teguh Setiadi,1,"Antrian panjang gak masalah. Dua hari ini ke Mirota, dapat kasir yg lueleet pol kerjanya.",Diedit 3 bulan lalu
Dony Combrazilio,5,"Belanja termurah,tp semrawut ,banyak antri...parkir mobil susah...",3 bulan lalu
Ida Yunaida,4,"Masakan menu rumah
Enak
Cuma ada yg asin, tumis jamur tiram",3 bulan lalu
Aisyah Shafina,1,"Kemarin saya belanja disana kondisi antrian sudah panjang dan menutup jalan. Saya berniat memberi jalan kepada orang lain namun antrian saya di serobot oleh ibu2 yg saya lihat sepertinya sehat. Satpamnya memghampiri bukan memperingati ibunya untuk antri dibelakang saya malah di bantu.

Dan saat saya ingin keluar saya tidak sengaja hampir keluar di jalan masuk karna dihadang motor masuk dari arah keluar. Ibu2 yg jaga tiket parkir lagi main game bicara dengan saya dengan nada sangat tidak enak di dengar ""ini jalan masuk mb, keluarnya disana"".

Saya riview ini tidak berniat songong sebagai pelanggan atau semacamnya. Saya juga bekerja di bagian pelayanan. Jadi saya tahu apa yang sebaiknya dilakukan dengan customer apabila ada salah atau kesulitan. Saya sudah beberapa kali kesana baru kali ini saya pulang dengan perasaan tidak nyaman.
Terimakasih, semoga tidak terulang kembali.",3 bulan lalu
armaya pramudya,1,"Tukang parkirnya pungli sudah jelas tertera Rp 1.000 masih aja disuruh bayar Rp.2000 mana tidak ada tiketnya waktu malam jam 9 tolong di amanahkan ke tukang parkirnya bapak"" pakai topi.",3 bulan lalu
Visca Janevalla,5,Menurut saya komplit isinya. Ada beberapa item yang diberi diskon. Minusnya antrian ke kasir yang menurut saya sedikit membingungkan dan selalu ramai,3 bulan lalu
Lisa K.,5,Sangat lengkap.. Tapi sayang tempatnya kurang besar,4 bulan lalu
Eko KodoX62,4,Murah poll,4 bulan lalu
Wnaq Kuliner,5,Lengkap cuma kurang luas utk penataan stock barang,4 bulan lalu
Rini Yogyakarta,5,Bagus banyak promonya,Diedit 4 bulan lalu
Ardiatus Solehah,5,tmpat belanja andalan anak kost,4 bulan lalu
M K,1,"One of the older male parking staff has repeatedly displayed unprofessional and discriminatory behavior toward me. On multiple occasions, he has raised his voice when I park my bicycle, while treating other customers, especially those on motorcycles, politely. I have lived in Indonesia for almost a year and understand how parking works. Ever if I did not, there is no reason for anyone to shout at me. As I do not understand Indonesian, I am unsure of his exact words, but his gestures and the way people stare during these incidents make me feel extremely uncomfortable. I am not sure if this treatment is because I am a foreigner or because I ride a bicycle, but it has happened repeatedly. I have also noticed that he smiles and is very polite to others parking motorcycles, yet when it is my turn, he frowns and immediately raises his voice. While the products are good, this staff member's behavior leaves a very negative impression ",4 bulan lalu
Adi Ruswanto,5,Tempat membeli kebutuhan sehari-hari dan kuliah selama 5 thun lebih,4 bulan lalu
Imam Priyadi,5,Tempat segala kebutuhan keluarga,4 bulan lalu
Robi N,4,"Toserba yang selalu ramai. Antrean di kasir selalu mengular, apalagi di akhir pekan. Menyediakan berbagai keperluan rumah tangga, aneka produk-produk makanan dan minuman, hingga alat-alat pijatt bapak-bapak. Harga yang ditawarkan beragam dan banyak diskon, ramah buat kantong mahasiswa perantau. Parkir motor memadai.",4 bulan lalu
Muh. Adek,5,"Toserba favorit mahasiswa!

Mirota Kampus jadi ingatan pertama untuk maba di Jogja yang kepingin masuk kuliah. Mau cari kelengkapan kos, atk kuliah, hingga baju, makanan, aksesoris semua ada, lengkap.  Untuk harga variatif, bbrp barang agak mahal, bbrp lagi murah.

Sangat tidak disarankan mengunjungi ini ketika jadwal mahasiswa baru karena akan jadi lautan manusia.",4 bulan lalu
Sarma Refina,5,"Paling suka kalau belanja susu dan mie tuh disini, karena promonya mantap sekalii. Cuma sering banget udah beberapa kali ketipu dengan tag harga, misal tulisannya harga 3 rb untuk all variants, tapi pas dikasir ternyata masuk harga normal.",4 bulan lalu
Kathleen Lee,4,Rame sekali dan sangat crowded,4 bulan lalu
Yulianto Nugroho,5,Lengkap dan murah. Parkirnya mudah,4 bulan lalu
Bernardinus Dicky,4,"Tersedia berbagai macam kebutuhan makanan, sayuran, bumbu dan berbagai jenis makanan suamnya lengkap. Tidak hanya itu di lantai dua tersedia pakayan, dan perlengkapan sekolah dll. Di lantai 3 ada perlengkapan rumah tangga seperti piring ember dll.
Kekuranganya tempatnya terlalu srmpit untuk parkir dan jika banyak pelanggan akan terasa srmpit tempatnya",4 bulan lalu
Dennis Arrdhon,3,"Barangnya relatif murah, pelayanannya kadang kurang komunikatif. Apa2 harus ditanya duluan, untuk urusan member di kasir juga dong dipercepat bikin lama aja nunggu. Ngurusin member2an 15 menit sendiri",4 bulan lalu
Anastasia D Mudatama,5,"Ramai sekali, antrian kasir panjang karena harga murah dan musim mahasiswa baru.",4 bulan lalu
Yunika Fitri Purnama Sari,1,2x helm dipatahkan kacanya,4 bulan lalu
Nada Marwa Nafilah,5,"Kasir yang lantai paling atas bagian pojok khusus cashless ramah walaupun rame dan pasti capek tapi bener"" murah senyum dan melayani sesuai SOP
Kakak kakak yang di lantai 2 juga ramah ramah",4 bulan lalu
Michael Jones,5,Good supermarket with everything. 3 levels,4 bulan lalu
PerWita D,5,"Tempat belanja favorit. Belanja banyak, habisnya gak seboros supermarket lainnya. Cuman agak perjuangan utk parkir roda 4 dan macet berat di sekitarnya.

Update: sekarang udah gak jual seragam ",Diedit 4 bulan lalu
Chrisnawati Widoratih,5,"Tempat belanja komplit semua ada, murmer banget",4 bulan lalu
tha love,5,"The name of this place is Manna campus, Jalan Simanjuntak. This place is the best-selling shopping center in Jogja, selling a complete variety of goods and materials for life. The place is very spacious and neatly arranged, has 3 floors where on the 1st floor there are cooking ingredients, food, soap and other living utensils. Then on the 2nd floor there are clothes, skincare, sandals and much more. And on the 3rd floor there are various electronic goods, food/cooking equipment, and others. The service provided was very good and friendly even though the situation was busy. I highly recommend this place for all who are looking for various life necessities.",4 bulan lalu
umine tita33,5,"Tempat yg recomended utk belanja kebutuhan rumah tangga (bulanan).
Harga barang2nya lumayan murah, apalagi kalau pas promo. Harus sabar antri kalau mo bayar ke kasir, apalagi kalau pas tgl dan jam puncak belanja. Ramainya...",Diedit 4 bulan lalu
"Ayu ""EatswithAyu"" Voke",1,"Sekuriti kalah sama ibu-ibu cino (sorry) sudah tua, rambut pendek, kurus, pakai kacamata kecil, modal kaos gombrong n celana pendek. Ibu tua ini semena2 dan nyerobot antrian, SATPAM hanya melihat n takut sama si ibu cino ini. Please.. kecewa sekali sbg pelanggan mika",4 bulan lalu
Muhammad Fawwaz Arkaan,5,Tempatnya bagus dan menarik,4 bulan lalu
anastasia jovita,5,"This is my favorite place, because everything is here, and the prices are very good for me as a school kid.",4 bulan lalu
Kang Sun,5,Rekomendasi komplit untuk belanja,4 bulan lalu
Rhenny,4,Apakah bisa naik ke lantai 2 pakai tangga karna saya takut kalau naik eskalator ,4 bulan lalu
PARTI 86,1,"Mohon untuk lebih teliti lagi menjual makanan/minumannya ,minta tolong perhatikan betul apakah makanan/minumannya sudah basi / belum & layak dikonsumsi tidak,mohon untuk tidak hanya sekedar menjual dengan harga promo dengan tdk memperhatikan basi/tidaknya & dpt merugikan para konsumen/pembeli,karna dngn promo psti orang akan bnyk lebih tertarik tapi trnyta tdk layak dikonsumsi,krna saya baru saja mendapatkan susu kotak dengan hrga promo tapi ktika saya minum sudah pahit sekali untungnya tdk anak kecil yg meminumnya,mohon ditindak lanjuti lebih dlm lg sblm menjual dngn hrga promo.Maaf dan Terimakasih",4 bulan lalu
Rosi Rosidah,5,"Parkiran luas, motor parkir 1000 . Barang kebutuhan sehari2 lengkap dan harganya terjangkau. Hindari kesini pas tanggal muda, karena antriannya panjang ",4 bulan lalu
sri nurhayati,5,"Wesss lengkap deh, parkirannya skrg jg ditambah jd ga bingung parkirnya",4 bulan lalu
Lutfia Rahmannisa,5,"Favoritnya mahasiswa UGM/UNY inimaah. Tempat belanja di awal bulan. Wkwk pasti rame dan antri bangeeet. Tapi dari semua supermarket di Jogja, emang Mirota terbaik! Harganya lebih miring jugaa. Sangat cocok sekali dengan kantong mahasiswa.

Oh iya, kalau kesini wajib banget cobain pukis depan Mirota! Enaaak dan worth it, isiannya tuu banyak dan gak pelit!",Diedit 4 bulan lalu
Yusuf Noufal Rahman,5,Manna Kampus atau Mirota Kampus Simanjuntak menjadi salah satu supermarket terkenal dan termurah se-DIY. Banyak diskon dan promo yang cocok bagi mahasiswa. Semua kebutuhan rumah tangga dapat ditemukan di sini. Di sini juga ada nugget maupun frozen food dalam bentuk curah. Parkir di sini hanya 1k.,Diedit 4 bulan lalu
Pascal Adventra Tandiabang,5,Kampusnya Mahasiswa Joga,4 bulan lalu
MUHAMMAD ZAKI ROBBI AKHSIN -,5,Mantap,Diedit 4 bulan lalu
Nurrahmah Ridwan,3,"Dari zaman suami kuliah skrg sampe kerja selalu beli di sini, suka banget karena banyak varian kebutuhan. Baru tadi malam GK suka dengan Mba SPG Obat. Tolong ya lebih ramah lagi, kita gk minta ya tapi beli. Bilang aja, ""bayarnya di kasir ya Mba, di sini cuma tebus"". Ini malah ngomongnya banyak banget terkesan meremehkan, ""di sini bukan kasir ya jadi bayarnya di kasir"", sambil ketus.

Eh Mba, tolong pake kaca ya... kerja di frontliner itu harus ramah, bukan marah. Saya beli duluan, didahulukan orang lain, udah ditunggu terus ada tambahan eh sempet2nya ladenin orang lain. Selesaikan dulu yang beli dong. Biasanya SPG tuh menawarkan, gk hanya menunggu pembeli.

Saya salut sama SPG Wardah, saya jadi beli jg dikasih voucher 5rb. Thanks Mba SPG Wardah.",4 bulan lalu
Nanda Elfitra,5,"Lokasinya mudah dicari dan bangunannya luas. Parkir mobil terpisah dengan parkir motor. Parkir motor 2k

First time salah masuk. Malah lewat pintu keluar  untung dikasih tau. Karena bawa ransel jadi biar ga repot bisa di titip ya. Ada banyak loker di tempat penitipan barang kok cuma masnya entah mungkin lagi capek jadi kesannya agak ketus dan kurang senyum

Ada 3 lantai. Berhubung aku cuma mau nyari bahan makanan, jadi hanya eksplore di lantai 1 ( next mungkin bisa liat-liat ke lantai 2 dan 3 ) Entah karena malam minggu atau emang biasanya gini tapi bener-bener rame dan padat disini (tidak disarankan untuk yang mau belanja cepat) (cocok untuk belanja bulanan) Penataan barangnya cukup si lumayan enak nyari (meski beberapa kali harus tanya karyawan nya di) but overall good

Bagian sayur nya seger kek aroma khas sayurnya tuh masih ada gitu loh. Jadi enak aja diliat nya. Lengkap kok ada frozen food juga

Karyawan nya ramah dan nerapin SOP. Waktu ngantri di kasir (gatau lupa kassa nomor berapa) terus kasirnya bilang ke aku untuk maju, tapi antrianku di serobot bapak2 di sebelah ku (yang antrian di kassa sebelah kanan) ya otomatis aku diem dulu (karena bapak itu duluan yang antri sebenarnya tapi beda barisan antrian). Terus mbak2 nya minta maaf ke bapaknya dan lanjut nyuru aku yang maju. Yang begini aku suka karena antrian teratur dan sesuai. Pertahanin ya 

Ohiya untuk yang suka cashless tenang, disini bisa debit card, credit card atau bahkan QRIS kok. Saran aja bawa kantong belanja sendiri karena ya itung2 mengurangi penggunaan plastik kan ",4 bulan lalu
Afni Nurhidayah,5,"Swalayan langganan buat belanja bulanan karna lengkap, banyak promo, dan pelayanannya ramah, cm kadang tukang parkirnya agak nyebelin",5 bulan lalu
Nurul Fatimah,5,"Mukin buka tokonya bisa lebih pagi lagi deh, biar membantu jika ada keperluan mendesak",5 bulan lalu
ida johan,5,"MasyaaAllah.. sekangen itu gw ma mirota kampus yg merubah nama menjadi Manna Kampus.

Sekarang ada bagian stationary.
Kasir di lt dasar juga makin buanyak. Mantap.

Disini lengkap yaa.
Ada swalayan di lt dasar.
Baju anak, orangtua, tas, alat tulis, pakaian dalam di Lt 1.
Lt 3 tempatnya alat tempur bu ibu di dapur. Kacamata, kosmetik.

Sayangnya parkir mobil susah bet dah. Lahannya terbatas.",5 bulan lalu
Lukman Jfx,5,"Belanja bulanan komplit, harganya cenderung murah",5 bulan lalu
CAKAP-Adri Syahrizal,5,Legend,5 bulan lalu
Azhia Azmya Valesti,5,"Tempat belanja favorit karna lengkap semua ada dr pecah belah, fashion, alat tulis, hingga sayur2an. Tapi jangan kaget sm ramenya terutama di kasir lantai satu.",5 bulan lalu
sulistiarti sulistiarti,5,Harga terjangkau,5 bulan lalu
Rizki Barokah,1,"Buat mbak-mbak SPG alat tulis hari ini yang nyuruh orang pindah antrian ke kassa deket baju2. Lain kali MIKIR MBAK jangan mentang-mentang udah jam 9 kurang seperapat, orang-orang yang udah ngantri lama, anda USIR!!!.
udah ngantri dari antrian msh 5 orang sambil gendong anak, pas tinggal 2 orang lagi posisi anak nangis jadi melipir, tinggal suami doang yg masih ngantri. Eh disuruh pindah katanya di sana lebih sepi. Nyatanya kassa baju masih ada 6-7 orang setiap kassa!!!
EMOSI BANGET! UDAH TAU ADA ANAK NANGIS, MALAH NYURUH ORANG PINDAH2 ANTRIAN!! KALO MAU PULANG CEPET GAK GITU CARANYA!!!
Padahal ada transaksi beli kartu memori juga JADINYA HARUS NGAMBIL BOLAK-BALIK KE BAGIAN ALAT TULIS LAGI.",5 bulan lalu
Frideni Putri,5,Mantap,5 bulan lalu
Wir Yani,5,langganan dong disini termurah dari semua supermarket,5 bulan lalu
Nadila Kurnianingrum,5,Tempat andalan untuk belanja. Semuanya ada. Banyak discount. Murah murah. Meski untuk bahan masakan mending beli di warung warung aja.,5 bulan lalu
Desi Amalia Faiza,5,"Banyak pilihan barang dengan harga terjangkau tapi minuman jamu kunyit asem y tutup putih sering habis, please banyakin stoknya thankyou",5 bulan lalu
RevArtworks,5,"Kampus Mirota ini deket sama kampus UGM, walaupun sama-sama kampus, tempat ini lebih ke jualan barang, sedangkan UGM jualan ilmu.",5 bulan lalu
Cah Bagus,5,"matur nuwun untuk mba manager on floor hari senin 30 Juni 2025 yang sudah memberikan solusi terbaiknya untuk proses tukar barang kami,,, drpd mubadzir barang yg salah model akhirnya bisa kami retur dengan ganti barang yang benar,,, drpdgak dipake dan di hisab kelak ya mbak,,, Good Job",5 bulan lalu
FILISTERA,3,"Untuk pelayanannya oke. Cuma ga tau kenapa ya tiap mau bayar parkir itu mesti beda beda harga ada yang 1k ada yang 2k. Dan setauku kan udah ada qris ya untuk parkir, tapi kok pas aku tanya sama bapak tukang parkirnya ""pak ada qris ngga"" bapaknya jawab ""kalau bisa cash"" sambil jawab kek judes gt dan berujung aku yang keluarin motor sendiri. Ya ga tau ya aku nya yang kebaperan apa memang pembayaran parkirnya yang udh beda.",5 bulan lalu
Novia,1,"Kasirnya jutek (an Liliana)

Ditanyain membernya gimana, malah jawabannya *ya discan*
Ya masa saya suruh scan sendiri mba",5 bulan lalu
Hernu Sulistyo,5,"Mirota paling Legend di Jogja....

Josss gandhos kotos-kotosssss",5 bulan lalu
bayukumoroardi,4,Dr masih sd sampai sekarang sudah berkeluarga belanja disini..lengkap,Diedit 5 bulan lalu
Irianta Jo,5,Lengkap murah,5 bulan lalu
Syarifah Mukarramah,5,Masih Ada jual kue ultah gak ya.. udah lama banget ga ke Mirota kampus sejak 2013 pindah k jatim,5 bulan lalu
